user_id,company_size,onboarding_rating,biggest_confusion,feature_request,would_recommend
survey_user_0742,21-99,4,Paralyzed by all the empty fields,Simpler onboarding,No
survey_user_0743,5-20,4,Wasn't sure what kind of tasks to make,Templates or examples,Maybe
survey_user_0744,5-20,2,Needed examples to get started,Sample projects or templates,Yes
survey_user_0745,21-99,2,Blank project was intimidating,Simpler onboarding,No
survey_user_0746,5-20,2,Paralyzed by all the empty fields,Simpler onboarding,Yes
survey_user_0747,5-20,3,Would help to see what a good task looks like,Sample projects or templates,No
survey_user_0748,5-20,4,Examples would have been helpful,Sample projects or templates,No
survey_user_0749,5-20,3,Blank project was intimidating,Simpler onboarding,Yes
survey_user_0750,5-20,4,Stared at empty project not knowing what to do,Templates or examples,Maybe
survey_user_0751,5-20,3,No idea what to put in the task,Templates or examples,No
survey_user_0752,21-99,4,Navigation was confusing,Better help docs,Maybe
survey_user_0753,5-20,4,Unclear what I should create first,Templates or examples,Maybe
survey_user_0754,5-20,4,No idea what to put in the task,Templates or examples,Maybe
survey_user_0755,5-20,3,Examples would have been helpful,Sample projects or templates,Maybe
survey_user_0756,5-20,4,Wasn't sure what kind of tasks to make,Templates or examples,Maybe
survey_user_0757,21-99,2,Show me a sample project,Sample projects or templates,Yes
survey_user_0758,100+,4,Couldn't find the features I needed,Better help docs,Maybe
survey_user_0759,5-20,2,Needed examples to get started,Sample projects or templates,Maybe
survey_user_0760,21-99,3,I didn't know what to create,Templates or examples,Yes
survey_user_0761,100+,2,Would help to see what a good task looks like,Sample projects or templates,Maybe
survey_user_0762,5-20,4,No idea what to put in the task,Templates or examples,Maybe
survey_user_0763,21-99,2,Overwhelmed by all the customization options,Simpler onboarding,Maybe
survey_user_0764,21-99,2,Examples would have been helpful,Sample projects or templates,Yes
survey_user_0765,21-99,3,Examples would have been helpful,Sample projects or templates,Yes
survey_user_0766,5-20,3,I didn't know what to create,Templates or examples,No
survey_user_0767,100+,4,Couldn't find the features I needed,Better help docs,Maybe
survey_user_0768,21-99,4,Unclear what I should create first,Templates or examples,Yes
survey_user_0769,21-99,3,Couldn't find the features I needed,Better help docs,Yes
survey_user_0770,21-99,4,Paralyzed by all the empty fields,Simpler onboarding,Maybe
survey_user_0771,5-20,4,Overwhelmed by all the customization options,Simpler onboarding,No
survey_user_0772,5-20,2,Needed examples to get started,Sample projects or templates,Yes
survey_user_0773,100+,4,Unclear what I should create first,Templates or examples,No
survey_user_0774,5-20,3,Would help to see what a good task looks like,Sample projects or templates,Yes
survey_user_0775,5-20,4,I didn't know what to create,Templates or examples,Maybe
survey_user_0776,5-20,4,Needed examples to get started,Sample projects or templates,No
survey_user_0777,5-20,2,Show me a sample project,Sample projects or templates,Yes
survey_user_0778,5-20,3,Wish there were templates or samples,Sample projects or templates,Maybe
survey_user_0779,21-99,4,Stared at empty project not knowing what to do,Templates or examples,Maybe
survey_user_0780,21-99,4,I didn't know what to create,Templates or examples,Yes
survey_user_0781,21-99,4,Unclear what I should create first,Templates or examples,Maybe
survey_user_0782,5-20,3,Wasn't sure what kind of tasks to make,Templates or examples,Maybe
survey_user_0783,5-20,3,I didn't know what to create,Templates or examples,Maybe
survey_user_0784,5-20,3,Paralyzed by all the empty fields,Simpler onboarding,Maybe
survey_user_0785,5-20,2,Wasn't sure what kind of tasks to make,Templates or examples,Maybe
survey_user_0786,5-20,4,Examples would have been helpful,Sample projects or templates,No
survey_user_0787,21-99,4,"Too many options, didn't know where to start",Simpler onboarding,Yes
survey_user_0788,5-20,4,Show me a sample project,Sample projects or templates,No
survey_user_0789,5-20,4,Show me a sample project,Sample projects or templates,Maybe
survey_user_0790,5-20,2,Stared at empty project not knowing what to do,Templates or examples,Maybe
survey_user_0791,21-99,3,Overwhelmed by all the customization options,Simpler onboarding,Maybe
survey_user_0792,100+,2,Unclear what I should create first,Templates or examples,Maybe
survey_user_0793,21-99,4,Overwhelmed by all the customization options,Simpler onboarding,Maybe
survey_user_0794,100+,2,Too many clicks to do simple things,Better help docs,No
survey_user_0795,21-99,2,Examples would have been helpful,Sample projects or templates,Yes
survey_user_0796,21-99,2,Unclear what I should create first,Templates or examples,No
survey_user_0797,21-99,3,Show me a sample project,Sample projects or templates,Maybe
survey_user_0798,21-99,4,Felt overwhelmed by the blank canvas,Simpler onboarding,No
survey_user_0799,5-20,3,Would help to see what a good task looks like,Sample projects or templates,Maybe
survey_user_0800,5-20,3,Show me a sample project,Sample projects or templates,Maybe
